film_title,category_name,rental_duration,ntile
Zorro Ark,Comedy,5,36
Submarine Bed,Comedy,6,36
Daddy Pittsburgh,Comedy,6,36
Trainspotting Strangers,Comedy,6,36
Jaws Harry,Comedy,6,36
Mulan Moon,Comedy,3,36
Searchers Wait,Comedy,6,36
Bringing Hysterical,Comedy,5,36
Crazy Home,Comedy,5,36
Knock Warlock,Comedy,9,36
Saddle Antitrust,Comedy,6,37
Fireball Philadelphia,Comedy,2,37
Hustler Party,Comedy,2,37
Mallrats United,Comedy,2,37
Element Freddy,Comedy,4,37
Lonely Elephant,Comedy,8,37
Hedwig Alter,Comedy,1,37
Hurricane Affair,Comedy,6,37
Party Knock,Comedy,2,37
Velvet Terminator,Comedy,2,37
Strictly Scarface,Comedy,1,38
Paradise Sabrina,Comedy,8,38
Gunfight Moon,Comedy,1,38
Airplane Sierra,Comedy,1,38
Gunfight Moon,Comedy,5,38
Caper Motions,Comedy,9,38
Daddy Pittsburgh,Comedy,4,38
Lion Uncut,Comedy,7,38
Pure Runner,Comedy,7,38
Operation Operation,Comedy,3,38
Tramp Others,Comedy,9,39
Doom Dancing,Comedy,2,39
Perfect Groove,Comedy,5,39
Flintstones Happiness,Comedy,6,39
Perfect Groove,Comedy,4,39
Perfect Groove,Comedy,7,39
Lonely Elephant,Comedy,2,39
Ferris Mother,Comedy,6,39
Wisdom Worker,Comedy,4,39
Anthem Luke,Comedy,9,39
Heaven Freedom,Comedy,4,40
Tramp Others,Comedy,9,40
Cat Coneheads,Comedy,5,40
Stage World,Comedy,5,40
Fireball Philadelphia,Comedy,8,40
Hurricane Affair,Comedy,5,40
Memento Zoolander,Comedy,3,40
Memento Zoolander,Comedy,9,40
Life Twisted,Comedy,8,40
Sweden Shining,Comedy,7,40
Trainspotting Strangers,Comedy,2,41
Groundhog Uncut,Comedy,1,41
Snatch Slipper,Comedy,9,41
Ferris Mother,Comedy,6,41
Stage World,Comedy,6,41
Operation Operation,Comedy,8,41
Submarine Bed,Comedy,4,41
Gold River,Comedy,2,41
Caper Motions,Comedy,8,41
Connection Microcosmos,Comedy,3,41
Lonely Elephant,Comedy,8,42
Perfect Groove,Comedy,8,42
Operation Operation,Comedy,1,42
Caper Motions,Comedy,1,42
Groundhog Uncut,Comedy,5,42
Submarine Bed,Comedy,3,42
Bringing Hysterical,Comedy,8,42
Zorro Ark,Comedy,3,42
Mulan Moon,Comedy,8,42
Crazy Home,Comedy,7,43
Paradise Sabrina,Comedy,4,43
Cat Coneheads,Comedy,7,43
Trainspotting Strangers,Comedy,1,43
Caper Motions,Comedy,8,43
Zorro Ark,Comedy,1,43
Bringing Hysterical,Comedy,6,43
Flintstones Happiness,Comedy,9,43
Zorro Ark,Comedy,8,43
Hustler Party,Comedy,1,44
Downhill Enough,Comedy,8,44
Operation Operation,Comedy,4,44
Caper Motions,Comedy,5,44
Lonely Elephant,Comedy,7,44
Memento Zoolander,Comedy,5,44
Downhill Enough,Comedy,5,44
Lion Uncut,Comedy,8,44
Flintstones Happiness,Comedy,6,44
Pinocchio Simon,Comedy,5,45
Anthem Luke,Comedy,5,45
Element Freddy,Comedy,3,45
Dying Maker,Comedy,7,45
Saturn Name,Comedy,5,45
Flintstones Happiness,Comedy,3,45
Velvet Terminator,Comedy,7,45
Lonely Elephant,Comedy,2,45
Operation Operation,Comedy,6,45
Valley Packer,Comedy,1,46
Airplane Sierra,Comedy,4,46
Pinocchio Simon,Comedy,4,46
Dying Maker,Comedy,3,46
Hedwig Alter,Comedy,5,46
Bringing Hysterical,Comedy,1,46
Zorro Ark,Comedy,4,46
Knock Warlock,Comedy,5,46
Control Anthem,Comedy,4,46
Downhill Enough,Comedy,2,47
Doom Dancing,Comedy,4,47
Zorro Ark,Comedy,9,47
Downhill Enough,Comedy,2,47
Pure Runner,Comedy,6,47
Life Twisted,Comedy,6,47
Valley Packer,Comedy,7,47
Saturn Name,Comedy,5,47
Pinocchio Simon,Comedy,4,47
Groundhog Uncut,Comedy,8,48
Velvet Terminator,Comedy,5,48
Paradise Sabrina,Comedy,4,48
Bringing Hysterical,Comedy,6,48
Fireball Philadelphia,Comedy,3,48
Pure Runner,Comedy,9,48
Gunfight Moon,Comedy,5,48
Gunfight Moon,Comedy,5,48
Velvet Terminator,Comedy,3,48
Crazy Home,Comedy,4,49
Pinocchio Simon,Comedy,4,49
Hurricane Affair,Comedy,3,49
Ferris Mother,Comedy,2,49
Saturn Name,Comedy,2,49
Searchers Wait,Comedy,1,49
Heaven Freedom,Comedy,6,49
Closer Bang,Comedy,7,49
Element Freddy,Comedy,2,49
Cat Coneheads,Comedy,9,50
Saddle Antitrust,Comedy,6,50
Zorro Ark,Comedy,1,50
Bringing Hysterical,Comedy,6,50
Paradise Sabrina,Comedy,2,50
Freedom Cleopatra,Comedy,3,50
Airplane Sierra,Comedy,4,50
Heaven Freedom,Comedy,8,50
Party Knock,Comedy,7,50
Paradise Sabrina,Comedy,2,51
Valley Packer,Comedy,8,51
Hurricane Affair,Comedy,6,51
Life Twisted,Comedy,5,51
Operation Operation,Comedy,5,51
Memento Zoolander,Comedy,7,51
Airplane Sierra,Comedy,1,51
Gunfight Moon,Comedy,2,51
Knock Warlock,Comedy,9,51
Fireball Philadelphia,Comedy,2,52
Closer Bang,Comedy,8,52
Saturn Name,Comedy,4,52
Gold River,Comedy,4,52
Heaven Freedom,Comedy,6,52
Tramp Others,Comedy,9,52
Element Freddy,Comedy,8,52
Party Knock,Comedy,2,52
Heaven Freedom,Comedy,1,52
Knock Warlock,Comedy,4,53
Airplane Sierra,Comedy,1,53
Freedom Cleopatra,Comedy,6,53
Knock Warlock,Comedy,9,53
Pure Runner,Comedy,5,53
Lion Uncut,Comedy,6,53
Paradise Sabrina,Comedy,1,53
Stage World,Comedy,3,53
Lion Uncut,Comedy,8,53
Hedwig Alter,Comedy,1,54
Knock Warlock,Comedy,5,54
Pinocchio Simon,Comedy,5,54
Jaws Harry,Comedy,7,54
Knock Warlock,Comedy,1,54
Strictly Scarface,Comedy,4,54
Saturn Name,Comedy,2,54
Zorro Ark,Comedy,3,54
Party Knock,Comedy,1,54
Valley Packer,Comedy,4,55
Snatch Slipper,Comedy,4,55
Groundhog Uncut,Comedy,3,55
Gold River,Comedy,8,55
Anthem Luke,Comedy,3,55
Strictly Scarface,Comedy,5,55
Hurricane Affair,Comedy,6,55
Life Twisted,Comedy,10,55
Daddy Pittsburgh,Comedy,3,55
Caper Motions,Comedy,3,56
Closer Bang,Comedy,4,56
Knock Warlock,Comedy,9,56
Operation Operation,Comedy,3,56
Ferris Mother,Comedy,10,56
Operation Operation,Comedy,,56
Vertigo Northwest,Comedy,7,56
Saturn Name,Comedy,10,56
Snatch Slipper,Comedy,9,56
Operation Operation,Comedy,4,57
Mulan Moon,Comedy,2,57
Snatch Slipper,Comedy,5,57
Cat Coneheads,Comedy,6,57
Perfect Groove,Comedy,8,57
Control Anthem,Comedy,2,57
Bringing Hysterical,Comedy,4,57
Saddle Antitrust,Comedy,1,57
Mallrats United,Comedy,9,57
Lonely Elephant,Comedy,1,58
Mystic Truman,Comedy,3,58
Cat Coneheads,Comedy,4,58
Groundhog Uncut,Comedy,,58
Valley Packer,Comedy,9,58
Gunfight Moon,Comedy,6,58
Sweden Shining,Comedy,1,58
Knock Warlock,Comedy,4,58
Memento Zoolander,Comedy,3,58
Zorro Ark,Comedy,2,59
Hedwig Alter,Comedy,7,59
Pure Runner,Comedy,8,59
Hurricane Affair,Comedy,8,59
Caper Motions,Comedy,3,59
Hedwig Alter,Comedy,1,59
Submarine Bed,Comedy,8,59
Stage World,Comedy,8,59
Closer Bang,Comedy,2,59
Closer Bang,Comedy,8,60
Freedom Cleopatra,Comedy,1,60
Airplane Sierra,Comedy,5,60
Pinocchio Simon,Comedy,1,60
Vertigo Northwest,Comedy,2,60
Velvet Terminator,Comedy,8,60
Jaws Harry,Comedy,6,60
Groundhog Uncut,Comedy,6,60
Zorro Ark,Comedy,3,60
Searchers Wait,Comedy,6,61
Life Twisted,Comedy,5,61
Daddy Pittsburgh,Comedy,7,61
Fireball Philadelphia,Comedy,7,61
Control Anthem,Comedy,2,61
Closer Bang,Comedy,7,61
Operation Operation,Comedy,8,61
Saddle Antitrust,Comedy,8,61
Submarine Bed,Comedy,2,61
Snatch Slipper,Comedy,2,62
Dying Maker,Comedy,5,62
Hustler Party,Comedy,8,62
Lion Uncut,Comedy,6,62
Heaven Freedom,Comedy,1,62
Tramp Others,Comedy,4,62
Doom Dancing,Comedy,4,62
Jaws Harry,Comedy,5,62
Crazy Home,Comedy,1,62
Mallrats United,Comedy,9,63
Downhill Enough,Comedy,3,63
Anthem Luke,Comedy,5,63
Snatch Slipper,Comedy,3,63
Cat Coneheads,Comedy,2,63
Pure Runner,Comedy,7,63
Downhill Enough,Comedy,8,63
Downhill Enough,Comedy,7,63
Mallrats United,Comedy,9,63
Stage World,Comedy,1,64
Hustler Party,Comedy,8,64
Groundhog Uncut,Comedy,7,64
Downhill Enough,Comedy,3,64
Gold River,Comedy,1,64
Wisdom Worker,Comedy,8,64
Strictly Scarface,Comedy,3,64
Gunfight Moon,Comedy,9,64
Ferris Mother,Comedy,2,64
Zorro Ark,Comedy,6,65
Operation Operation,Comedy,3,65
Fireball Philadelphia,Comedy,6,65
Operation Operation,Comedy,1,65
Closer Bang,Comedy,7,65
Gold River,Comedy,5,65
Strictly Scarface,Comedy,2,65
Lion Uncut,Comedy,8,65
Sweden Shining,Comedy,8,65
Bringing Hysterical,Comedy,1,66
Paradise Sabrina,Comedy,9,66
Pinocchio Simon,Comedy,8,66
Hurricane Affair,Comedy,7,66
Life Twisted,Comedy,4,66
Bringing Hysterical,Comedy,5,66
Hurricane Affair,Comedy,4,66
Jaws Harry,Comedy,3,66
Caper Motions,Comedy,4,66
Caper Motions,Comedy,1,67
Element Freddy,Comedy,7,67
Saturn Name,Comedy,8,67
Gold River,Comedy,6,67
Perfect Groove,Comedy,5,67
Connection Microcosmos,Comedy,,67
Groundhog Uncut,Comedy,4,67
Rushmore Mermaid,Comedy,3,67
Mallrats United,Comedy,6,67
Gold River,Comedy,8,68
Memento Zoolander,Comedy,3,68
Hedwig Alter,Comedy,1,68
Wisdom Worker,Comedy,7,68
Fireball Philadelphia,Comedy,8,68
Strictly Scarface,Comedy,5,68
Saddle Antitrust,Comedy,6,68
Cat Coneheads,Comedy,7,68
Strictly Scarface,Comedy,7,68
Mallrats United,Comedy,7,69
Searchers Wait,Comedy,7,69
Doom Dancing,Comedy,8,69
Hustler Party,Comedy,8,69
Closer Bang,Comedy,1,69
Element Freddy,Comedy,5,69
Sweden Shining,Comedy,8,69
Gunfight Moon,Comedy,3,69
Vertigo Northwest,Comedy,2,69
Paradise Sabrina,Comedy,4,70
Ferris Mother,Comedy,3,70
Fireball Philadelphia,Comedy,4,70
Lion Uncut,Comedy,3,70
Connection Microcosmos,Comedy,5,70
Pure Runner,Comedy,5,70
Pure Runner,Comedy,,70
Doom Dancing,Comedy,9,70
Heaven Freedom,Comedy,4,70
Gunfight Moon,Comedy,,71
Caper Motions,Comedy,6,71
Dying Maker,Comedy,5,71
Lion Uncut,Comedy,3,71
Mallrats United,Comedy,6,71
Hustler Party,Comedy,6,71
Velvet Terminator,Comedy,4,71
Gunfight Moon,Comedy,9,71
Lion Uncut,Comedy,9,71
Strictly Scarface,Comedy,5,72
Submarine Bed,Comedy,1,72
Strictly Scarface,Comedy,3,72
Memento Zoolander,Comedy,3,72
Control Anthem,Comedy,7,72
Lion Uncut,Comedy,7,72
Sweden Shining,Comedy,5,72
Dying Maker,Comedy,1,72
Zorro Ark,Comedy,4,72
Crazy Home,Comedy,6,73
Cat Coneheads,Comedy,,73
Ferris Mother,Comedy,4,73
Mulan Moon,Comedy,1,73
Trainspotting Strangers,Comedy,3,73
Jaws Harry,Comedy,1,73
Party Knock,Comedy,7,73
Operation Operation,Comedy,8,73
Lion Uncut,Comedy,4,73
Bringing Hysterical,Comedy,2,74
Mystic Truman,Comedy,7,74
Doom Dancing,Comedy,9,74
Sweden Shining,Comedy,8,74
Sweden Shining,Comedy,8,74
Flintstones Happiness,Comedy,1,74
Operation Operation,Comedy,5,74
Hurricane Affair,Comedy,4,74
Paradise Sabrina,Comedy,7,74
Dying Maker,Comedy,2,75
Strictly Scarface,Comedy,5,75
Knock Warlock,Comedy,4,75
Crazy Home,Comedy,3,75
Saddle Antitrust,Comedy,3,75
Doom Dancing,Comedy,7,75
Freedom Cleopatra,Comedy,2,75
Hustler Party,Comedy,2,75
Flintstones Happiness,Comedy,8,75
Downhill Enough,Comedy,6,76
Lion Uncut,Comedy,1,76
Stage World,Comedy,7,76
Dying Maker,Comedy,5,76
Operation Operation,Comedy,,76
Closer Bang,Comedy,7,76
Searchers Wait,Comedy,7,76
Pure Runner,Comedy,6,76
Zorro Ark,Comedy,3,76
Pinocchio Simon,Comedy,1,77
Knock Warlock,Comedy,5,77
Daddy Pittsburgh,Comedy,6,77
Perfect Groove,Comedy,7,77
Memento Zoolander,Comedy,9,77
Lonely Elephant,Comedy,7,77
Hurricane Affair,Comedy,2,77
Ferris Mother,Comedy,3,77
Bringing Hysterical,Comedy,9,77
Gunfight Moon,Comedy,1,78
Sweden Shining,Comedy,5,78
Cat Coneheads,Comedy,5,78
Zorro Ark,Comedy,5,78
Caper Motions,Comedy,7,78
Lonely Elephant,Comedy,4,78
Paradise Sabrina,Comedy,9,78
Memento Zoolander,Comedy,8,78
Groundhog Uncut,Comedy,1,78
Hustler Party,Comedy,7,79
Pure Runner,Comedy,4,79
Rushmore Mermaid,Comedy,4,79
Zorro Ark,Comedy,3,79
Zorro Ark,Comedy,4,79
Hurricane Affair,Comedy,8,79
Downhill Enough,Comedy,10,79
Lonely Elephant,Comedy,3,79
Airplane Sierra,Comedy,1,79
Closer Bang,Comedy,5,80
Operation Operation,Comedy,9,80
Searchers Wait,Comedy,1,80
Downhill Enough,Comedy,7,80
Perfect Groove,Comedy,6,80
Heaven Freedom,Comedy,6,80
Operation Operation,Comedy,2,80
Tramp Others,Comedy,6,80
Velvet Terminator,Comedy,5,80
Knock Warlock,Comedy,6,81
Tramp Others,Comedy,4,81
Wisdom Worker,Comedy,5,81
Hurricane Affair,Comedy,5,81
Element Freddy,Comedy,3,81
Groundhog Uncut,Comedy,3,81
Snatch Slipper,Comedy,9,81
Knock Warlock,Comedy,6,81
Mystic Truman,Comedy,8,81
Control Anthem,Comedy,9,82
Valley Packer,Comedy,9,82
Pinocchio Simon,Comedy,9,82
Knock Warlock,Comedy,8,82
Bringing Hysterical,Comedy,7,82
Jaws Harry,Comedy,9,82
Heaven Freedom,Comedy,9,82
Saddle Antitrust,Comedy,6,82
Mallrats United,Comedy,8,82
Tramp Others,Comedy,4,83
Paradise Sabrina,Comedy,8,83
Searchers Wait,Comedy,3,83
Vertigo Northwest,Comedy,9,83
Bringing Hysterical,Comedy,1,83
Cat Coneheads,Comedy,4,83
Dying Maker,Comedy,6,83
Gunfight Moon,Comedy,5,83
Downhill Enough,Comedy,3,83
Flintstones Happiness,Comedy,2,84
Snatch Slipper,Comedy,7,84
Zorro Ark,Comedy,5,84
Velvet Terminator,Comedy,1,84
Daddy Pittsburgh,Comedy,2,84
Zorro Ark,Comedy,6,84
Zorro Ark,Comedy,8,84
Vertigo Northwest,Comedy,7,84
Stage World,Comedy,5,84
Sweden Shining,Comedy,9,85
Saddle Antitrust,Comedy,1,85
Submarine Bed,Comedy,8,85
Strictly Scarface,Comedy,3,85
Hustler Party,Comedy,7,85
Velvet Terminator,Comedy,3,85
Sweden Shining,Comedy,,85
Airplane Sierra,Comedy,4,85
Knock Warlock,Comedy,7,85
Pinocchio Simon,Comedy,4,86
Mulan Moon,Comedy,8,86
Anthem Luke,Comedy,5,86
Hustler Party,Comedy,9,86
Closer Bang,Comedy,5,86
Knock Warlock,Comedy,3,86
Crazy Home,Comedy,7,86
Heaven Freedom,Comedy,5,86
Valley Packer,Comedy,2,86
Fireball Philadelphia,Comedy,9,87
Closer Bang,Comedy,8,87
Cat Coneheads,Comedy,2,87
Life Twisted,Comedy,4,87
Gunfight Moon,Comedy,2,87
Snatch Slipper,Comedy,7,87
Velvet Terminator,Comedy,8,87
Daddy Pittsburgh,Comedy,3,87
Tramp Others,Comedy,4,87
Snatch Slipper,Comedy,2,88
Strictly Scarface,Comedy,7,88
Wisdom Worker,Comedy,3,88
Party Knock,Comedy,7,88
Jaws Harry,Comedy,8,88
Fireball Philadelphia,Comedy,3,88
Anthem Luke,Comedy,6,88
Mallrats United,Comedy,4,88
Hustler Party,Comedy,5,88
Cat Coneheads,Comedy,9,89
Caper Motions,Comedy,2,89
Strictly Scarface,Comedy,1,89
Zorro Ark,Comedy,8,89
Heaven Freedom,Comedy,8,89
Doom Dancing,Comedy,7,89
Strictly Scarface,Comedy,9,89
Saddle Antitrust,Comedy,7,89
Flintstones Happiness,Comedy,4,89
Gold River,Comedy,8,90
Closer Bang,Comedy,7,90
Party Knock,Comedy,9,90
Caper Motions,Comedy,9,90
Operation Operation,Comedy,5,90
Tramp Others,Comedy,4,90
Daddy Pittsburgh,Comedy,2,90
Operation Operation,Comedy,2,90
Velvet Terminator,Comedy,1,90
Fireball Philadelphia,Comedy,7,91
Cat Coneheads,Comedy,6,91
Life Twisted,Comedy,1,91
Caper Motions,Comedy,1,91
Gunfight Moon,Comedy,7,91
Strictly Scarface,Comedy,5,91
Bringing Hysterical,Comedy,9,91
Mallrats United,Comedy,4,91
Sweden Shining,Comedy,9,91
Searchers Wait,Comedy,3,92
Cat Coneheads,Comedy,7,92
Saddle Antitrust,Comedy,4,92
Cat Coneheads,Comedy,9,92
Operation Operation,Comedy,4,92
Wisdom Worker,Comedy,7,92
Zorro Ark,Comedy,8,92
Groundhog Uncut,Comedy,3,92
Submarine Bed,Comedy,1,92
Hedwig Alter,Comedy,4,93
Submarine Bed,Comedy,5,93
Downhill Enough,Comedy,8,93
Jaws Harry,Comedy,5,93
Valley Packer,Comedy,9,93
Lion Uncut,Comedy,,93
Gunfight Moon,Comedy,,93
Dying Maker,Comedy,1,93
Anthem Luke,Comedy,2,93
Anthem Luke,Comedy,3,94
Mystic Truman,Comedy,6,94
Downhill Enough,Comedy,1,94
Pinocchio Simon,Comedy,2,94
Mystic Truman,Comedy,5,94
Vertigo Northwest,Comedy,7,94
Velvet Terminator,Comedy,4,94
Lion Uncut,Comedy,2,94
Perfect Groove,Comedy,4,94
Operation Operation,Comedy,1,95
Zorro Ark,Comedy,2,95
Trainspotting Strangers,Comedy,7,95
Gunfight Moon,Comedy,8,95
Flintstones Happiness,Comedy,3,95
Saddle Antitrust,Comedy,6,95
Mulan Moon,Comedy,7,95
Saturn Name,Comedy,7,95
Pinocchio Simon,Comedy,8,95
Cat Coneheads,Comedy,8,96
Snatch Slipper,Comedy,6,96
Doom Dancing,Comedy,6,96
Doom Dancing,Comedy,7,96
Doom Dancing,Comedy,3,96
Gunfight Moon,Comedy,8,96
Gold River,Comedy,2,96
Cat Coneheads,Comedy,1,96
Anthem Luke,Comedy,7,96
Trainspotting Strangers,Comedy,9,97
Velvet Terminator,Comedy,7,97
Operation Operation,Comedy,4,97
Knock Warlock,Comedy,5,97
Perfect Groove,Comedy,7,97
Velvet Terminator,Comedy,3,97
Fireball Philadelphia,Comedy,9,97
Caper Motions,Comedy,2,97
Mallrats United,Comedy,8,97
Knock Warlock,Comedy,4,98
Stage World,Comedy,8,98
Anthem Luke,Comedy,4,98
Velvet Terminator,Comedy,1,98
Flintstones Happiness,Comedy,8,98
Mulan Moon,Comedy,4,98
Hurricane Affair,Comedy,1,98
Sweden Shining,Comedy,4,98
Lion Uncut,Comedy,9,98
Ferris Mother,Comedy,5,99
Connection Microcosmos,Comedy,5,99
Zorro Ark,Comedy,1,99
Downhill Enough,Comedy,6,99
Pinocchio Simon,Comedy,8,99
Mallrats United,Comedy,8,99
Valley Packer,Comedy,1,99
Mystic Truman,Comedy,1,99
Crazy Home,Comedy,2,99
Flintstones Happiness,Comedy,9,100
Submarine Bed,Comedy,2,100
Ferris Mother,Comedy,1,100
Snatch Slipper,Comedy,6,100
Mallrats United,Comedy,3,100
Gunfight Moon,Comedy,8,100
Jaws Harry,Comedy,2,100
Closer Bang,Comedy,3,100
Airplane Sierra,Comedy,6,100
Sunset Racer,Family,4,1
King Evolution,Family,5,1
Apache Divine,Family,1,1
Manchurian Curtain,Family,7,1
Gandhi Kwai,Family,4,1
Blood Argonauts,Family,6,1
Network Peak,Family,9,1
Remember Diary,Family,5,1
Movie Shakespeare,Family,6,1
Half Outfield,Family,8,1
Atlantis Cause,Family,1,1
Chocolat Harry,Family,7,2
Half Outfield,Family,1,2
Network Peak,Family,3,2
Resurrection Silverado,Family,1,2
Earring Instinct,Family,1,2
Louisiana Harry,Family,2,2
Movie Shakespeare,Family,2,2
Music Boondock,Family,2,2
Network Peak,Family,6,2
House Dynamite,Family,7,2
Super Wyoming,Family,8,2
Feud Frogmen,Family,9,3
Resurrection Silverado,Family,1,3
Odds Boogie,Family,8,3
Rush Goodfellas,Family,3,3
Effect Gladiator,Family,9,3
Movie Shakespeare,Family,4,3
Date Speed,Family,7,3
Half Outfield,Family,9,3
Robbery Bright,Family,10,3
Willow Tracy,Family,9,3
Chisum Behavior,Family,8,3
Baked Cleopatra,Family,1,4
Secrets Paradise,Family,6,4
Homicide Peach,Family,3,4
Slums Duck,Family,8,4
African Egg,Family,7,4
Blues Instinct,Family,4,4
Feud Frogmen,Family,2,4
Blues Instinct,Family,1,4
Chasing Fight,Family,1,4
Range Moonwalker,Family,1,4
Gandhi Kwai,Family,6,4
Siege Madre,Family,5,5
Effect Gladiator,Family,3,5
Bedazzled Married,Family,7,5
Odds Boogie,Family,4,5
Pittsburgh Hunchback,Family,3,5
Rush Goodfellas,Family,4,5
Feud Frogmen,Family,2,5
Grease Youth,Family,2,5
Feud Frogmen,Family,3,5
Blood Argonauts,Family,5,5
Atlantis Cause,Family,5,5
House Dynamite,Family,3,6
Hunting Musketeers,Family,7,6
Prix Undefeated,Family,6,6
Pilot Hoosiers,Family,3,6
Range Moonwalker,Family,4,6
Indian Love,Family,7,6
Gables Metropolis,Family,9,6
Soup Wisdom,Family,5,6
Range Moonwalker,Family,1,6
Jedi Beneath,Family,1,6
Music Boondock,Family,7,6
Network Peak,Family,5,7
Lolita World,Family,3,7
Apache Divine,Family,8,7
Finding Anaconda,Family,3,7
Jason Trap,Family,4,7
Effect Gladiator,Family,9,7
Opposite Necklace,Family,7,7
Hunting Musketeers,Family,5,7
Secrets Paradise,Family,3,7
Gables Metropolis,Family,5,7
Gandhi Kwai,Family,1,7
Slums Duck,Family,7,8
Sunset Racer,Family,3,8
Natural Stock,Family,2,8
Apache Divine,Family,1,8
Opposite Necklace,Family,6,8
Bilko Anonymous,Family,6,8
Hunting Musketeers,Family,9,8
Chisum Behavior,Family,6,8
Prix Undefeated,Family,,8
Gables Metropolis,Family,2,8
Range Moonwalker,Family,8,8
Louisiana Harry,Family,6,9
Siege Madre,Family,8,9
Pilot Hoosiers,Family,9,9
Pilot Hoosiers,Family,6,9
Feud Frogmen,Family,2,9
Blues Instinct,Family,1,9
Robbery Bright,Family,7,9
Earring Instinct,Family,2,9
Prix Undefeated,Family,4,9
Music Boondock,Family,8,9
Secrets Paradise,Family,4,9
Super Wyoming,Family,1,10
Atlantis Cause,Family,9,10
Slums Duck,Family,2,10
Bang Kwai,Family,6,10
Lolita World,Family,8,10
Range Moonwalker,Family,1,10
Opposite Necklace,Family,3,10
Blanket Beverly,Family,8,10
Splash Gump,Family,4,10
Remember Diary,Family,4,10
Willow Tracy,Family,8,10
African Egg,Family,7,11
Bedazzled Married,Family,1,11
King Evolution,Family,2,11
Confused Candles,Family,3,11
Apache Divine,Family,4,11
Half Outfield,Family,7,11
Natural Stock,Family,7,11
Gables Metropolis,Family,1,11
Apache Divine,Family,3,11
Splash Gump,Family,10,11
Rush Goodfellas,Family,6,11
Slums Duck,Family,5,12
Effect Gladiator,Family,8,12
Chocolat Harry,Family,1,12
Bilko Anonymous,Family,4,12
Movie Shakespeare,Family,8,12
Movie Shakespeare,Family,7,12
Splash Gump,Family,4,12
Jason Trap,Family,7,12
Resurrection Silverado,Family,4,12
Feud Frogmen,Family,5,12
Homicide Peach,Family,3,12
Bilko Anonymous,Family,6,13
Date Speed,Family,3,13
Jason Trap,Family,6,13
Jason Trap,Family,8,13
Slums Duck,Family,6,13
Homicide Peach,Family,1,13
Gandhi Kwai,Family,9,13
Effect Gladiator,Family,4,13
Chasing Fight,Family,6,13
Killer Innocent,Family,8,13
Soup Wisdom,Family,1,13
Confused Candles,Family,9,14
Resurrection Silverado,Family,4,14
Movie Shakespeare,Family,5,14
Siege Madre,Family,8,14
Virtual Spoilers,Family,10,14
Secrets Paradise,Family,7,14
Robbery Bright,Family,1,14
Network Peak,Family,5,14
African Egg,Family,8,14
Apache Divine,Family,1,14
Pilot Hoosiers,Family,7,14
Hunting Musketeers,Family,6,15
Range Moonwalker,Family,3,15
Blood Argonauts,Family,2,15
President Bang,Family,1,15
Chasing Fight,Family,9,15
Feud Frogmen,Family,5,15
Music Boondock,Family,5,15
Sensibility Rear,Family,9,15
Movie Shakespeare,Family,5,15
Jedi Beneath,Family,1,15
Network Peak,Family,9,15
Resurrection Silverado,Family,7,16
Pittsburgh Hunchback,Family,7,16
Rage Games,Family,9,16
Half Outfield,Family,3,16
Odds Boogie,Family,5,16
Conversation Downhill,Family,5,16
Manchurian Curtain,Family,4,16
Grease Youth,Family,2,16
Rage Games,Family,1,16
House Dynamite,Family,9,16
Half Outfield,Family,2,16
Louisiana Harry,Family,4,17
Blues Instinct,Family,4,17
Baked Cleopatra,Family,2,17
Bedazzled Married,Family,2,17
Hunting Musketeers,Family,9,17
Odds Boogie,Family,6,17
Music Boondock,Family,5,17
Virtual Spoilers,Family,9,17
Atlantis Cause,Family,5,17
Blood Argonauts,Family,2,17
Super Wyoming,Family,1,17
Spinal Rocky,Family,2,18
Rush Goodfellas,Family,6,18
Chocolat Harry,Family,7,18
Effect Gladiator,Family,8,18
Indian Love,Family,1,18
Earring Instinct,Family,5,18
Grease Youth,Family,9,18
Apache Divine,Family,3,18
Rush Goodfellas,Family,7,18
Pittsburgh Hunchback,Family,9,18
Chisum Behavior,Family,3,18
Network Peak,Family,7,19
Confused Candles,Family,2,19
Maguire Apache,Family,8,19
Blues Instinct,Family,9,19
Blues Instinct,Family,3,19
Gandhi Kwai,Family,7,19
Gandhi Kwai,Family,2,19
Movie Shakespeare,Family,4,19
Willow Tracy,Family,9,19
House Dynamite,Family,6,19
Opposite Necklace,Family,1,19
Finding Anaconda,Family,1,20
Siege Madre,Family,4,20
Resurrection Silverado,Family,3,20
Virtual Spoilers,Family,7,20
House Dynamite,Family,4,20
Atlantis Cause,Family,4,20
Jedi Beneath,Family,1,20
Jedi Beneath,Family,6,20
Dinosaur Secretary,Family,1,20
Range Moonwalker,Family,8,20
Finding Anaconda,Family,5,20
Feud Frogmen,Family,2,21
House Dynamite,Family,3,21
Effect Gladiator,Family,9,21
Sunset Racer,Family,7,21
Movie Shakespeare,Family,3,21
Hunting Musketeers,Family,3,21
Network Peak,Family,1,21
Homicide Peach,Family,9,21
Remember Diary,Family,2,21
Natural Stock,Family,6,21
Rush Goodfellas,Family,1,21
Network Peak,Family,1,22
Homicide Peach,Family,2,22
Gables Metropolis,Family,4,22
Natural Stock,Family,3,22
Chisum Behavior,Family,9,22
King Evolution,Family,2,22
Half Outfield,Family,10,22
Rush Goodfellas,Family,1,22
Louisiana Harry,Family,7,22
Maguire Apache,Family,8,22
Finding Anaconda,Family,5,22
Apache Divine,Family,1,23
Rage Games,Family,2,23
